999248690,DANC-170-51,GERM-106-52,PHED-105-51,WFQS-355-51,GNCS-351-51,MUSI-139-51,PHIL-220-51
999248691,PHIL-101-51,GNCS-351-51,PHIL-391-51,STS-307-51,EDUC-392-51,MATH-321-51,HIST-301-53
999248692,RELI-330-51,ENGL-203-51,ESCI-277-51,MATH-127-51,SOCI-347-51,FFS-394-52,CMPU-240-51
999248693,MATH-301-52,POLI-386-51,GRST-284-51,ECON-320-52,ECON-102-51,STS-221-51,ANTH-140-51
999248694,DANC-395-51,GEOG-303-51,STS-236-51,RUSS-332-51,MUSI-106-52,AFRS-210-51,DRAM-339-51
999248695,DANC-267-51,ANTH-322-51,ECON-389-51,MUSI-159-51,PSYC-341-51,MATH-324-51,CHIN-208-51
999248696,RUSS-371-51,ENGL-306-51,BIOL-370-51,MEDS-160-51,MUSI-216-51,SOCI-237-51,ART-292-51
999248697,HIST-272-51,HIST-386-51,BIOL-244-51,INTL-360-51,ENGL-270-51,GERM-106-51,PHYS-114-52
999248698,WFQS-375-51,CMPU-203-51,AFRS-107-52,PSYC-249-52,HISP-353-51,MUSI-153-51,GEOG-303-51
999248699,EDUC-250-51,DRAM-204-51,HISP-216-51,MUSI-151-51,PSYC-262-51,ENGL-306-51,RUSS-168-51
999248700,ART-323-51,MEDS-353-51,RELI-242-51,MUSI-101-51,CHEM-272-91,ENST-270-51,ASL-106-51
999248701,DANC-266-51,HIST-326-51,POLI-384-51,HIST-351-51,ITAL-222-51,ESCI-151-51,WFQS-245-51
999248702,DANC-395-51,MEDS-283-51,PHIL-320-51,ANTH-240-51,CHEM-245-98,STS-307-51,POLI-384-51
999248703,GERM-180-51,MATH-348-51,DANC-294-51,STS-220-51,ESCI-277-51,HISP-216-51,RUSS-156-51
999248704,BIOL-107-53,WFQS-130-51,ENST-381-51,RUSS-211-51,PHYS-375-51,STS-301-53,ENST-107-51
999248705,ART-203-51,BIOL-393-53,CHIN-370-51,WFQS-237-51,WFQS-201-51,MUSI-151-51,JAPA-351-51
999248706,DRAM-213-51,EDUC-273-51,HIST-221-51,MATH-317-51,ENGL-245-51,SOCI-185-51,FFS-394-51
999248707,GERM-106-52,PSYC-375-51,HIST-301-54,POLI-384-51,FILM-319-51,PHIL-340-51,ART-358-51
999248708,BIOL-370-51,EDUC-279-51,ENST-238-51,GERM-109-51,PSYC-229-51,DANC-174-51,MEDS-322-51
999248709,PSYC-301-51,BIOL-205-52,FILM-337-51,WFQS-245-51,DANC-366-51,GNCS-329-51,ECON-346-51
999248710,MATH-361-51,WFQS-284-51,CHEM-125-94,BIOL-108-51,PHIL-101-51,WFQS-221-51,GNCS-329-51
999248711,NEUR-249-51,ASIA-347-51,ENGL-345-51,CHEM-125-92,CMPU-334-51,CHIN-370-51,BIOL-108-52
999248712,JAPA-351-51,JWST-150-51,MEDS-222-51,PSYC-105-51,WFQS-375-51,GEOG-300-51,CMPU-224-51
999248713,HISP-216-51,BIOL-272-92,ANTH-150-51,DRAM-310-51,DANC-174-51,FILM-392-51,ASIA-355-51
999248714,CMPU-224-51,ANTH-240-51,ASIA-256-51,HIST-314-51,ESCI-277-51,PSYC-341-51,WFQS-320-51
999248715,MATH-241-51,PHED-105-51,BIOC-326-51,PSYC-341-51,ART-387-51,FFS-380-51,FILM-392-51
999248716,ART-382-51,DANC-174-51,HIST-355-51,ITAL-106-51,ASIA-281-51,HISP-216-52,PSYC-229-51
999248717,ECON-102-52,MATH-321-51,JWST-110-51,STS-301-53,ART-303-51,INTL-360-51,CHEM-352-51
999248718,LALS-229-51,RUSS-152-51,PHYS-202-51,NEUR-301-51,RELI-200-51,WFQS-206-51,CHEM-125-92
999248719,PSYC-353-51,ASIA-370-51,PSYC-301-51,ART-314-51,ENST-278-51,BIOC-326-51,INTL-360-51
999248720,ASIA-281-51,DANC-365-51,WFQS-381-51,FILM-209-51,ART-305-51,AFRS-366-51,BIOL-238-51
999248721,BIOL-355-51,WFQS-201-51,LALS-353-51,GEOG-224-51,PHIL-391-51,DRAM-204-51,ANTH-140-51
999248722,ENST-278-51,ENST-381-51,DRAM-392-51,ECON-346-51,PSYC-253-51,PSYC-301-51,MATH-127-51
999248723,ASL-106-51,JWST-150-51,BIOC-326-51,ART-382-51,POLI-140-52,PSYC-105-52,DRAM-103-51
999248724,ART-106-51,MATH-280-51,PHYS-112-51,GRST-321-51,GEOG-102-51,JAPA-351-51,ANTH-170-51
999248725,GRST-328-51,ANTH-365-51,CMPU-101-53,EDUC-361-51,BIOL-108-51,EDUC-375-51,ART-331-51
999248726,RELI-386-51,ANTH-239-51,GNCS-351-51,ITAL-222-51,MATH-301-56,BIOL-108-54,MUSI-157-51
999248727,ENGL-329-51,PSYC-375-51,ITAL-106-51,POLI-386-51,BIOL-107-51,RELI-102-51,PSYC-331-51
999248728,POLI-385-51,HIST-314-51,ESCI-151-51,GNCS-351-51,ENST-360-51,AMST-251-51,ART-314-51
999248729,DRAM-339-51,ENGL-375-51,WFQS-130-51,DRAM-390-56,CMPU-102-51,ENGL-228-51,POLI-358-51
999248730,RUSS-168-51,HIST-326-51,STS-307-51,DRAM-222-51,AFRS-320-51,PHYS-112-53,STS-301-51
999248731,FILM-175-51,MEDS-353-51,BIOL-108-51,MATH-301-56,ENGL-209-51,RUSS-168-51,MUSI-139-52
999248732,GEOG-153-51,GNCS-355-51,LALS-263-51,HIST-301-53,GRST-144-51,POLI-384-51,HIST-302-51
999248733,ANTH-120-51,FFS-394-52,CMPU-145-51,STS-301-53,ENGL-170-51,ENST-153-51,PHIL-105-52
999248734,ART-305-51,COGS-311-51,ECON-389-51,GERM-180-51,ECON-102-51,PHED-126-52,ASIA-370-51
999248735,ART-144-51,PHIL-105-51,MATH-127-51,ENGL-170-51,PHED-142-51,ENST-278-51,PSYC-353-51
999248736,PHYS-114-52,PHYS-112-52,ECON-382-51,RELI-355-51,PHIL-395-51,HIST-302-51,RELI-281-51
999248737,AFRS-186-51,PSYC-331-51,ESCI-265-51,GRST-246-51,BIOL-108-53,FFS-396-51,PHIL-105-51
999248738,ENGL-205-52,GNCS-351-51,MATH-301-54,BIOL-393-51,FILM-337-51,MATH-127-51,ENGL-306-51
999248739,AFRS-107-51,PHYS-114-52,ASL-106-51,PHED-105-51,POLI-278-51,MUSI-139-52,ASIA-110-51
999248740,ART-103-54,FILM-175-52,CHIN-106-51,GRST-328-51,MUSI-151-51,STS-307-51,MATH-361-51
999248741,DRAM-310-51,RELI-110-51,MATH-301-55,JAPA-351-51,MUSI-320-51,DANC-396-51,AFRS-320-51
999248742,INTL-274-51,INTL-106-52,PHED-142-51,HIST-301-51,URBS-225-51,RUSS-168-51,ART-366-51
999248743,WFQS-218-51,BIOL-393-53,WFQS-288-51,MATH-242-52,SOCI-371-51,ENGL-375-51,ENST-124-51
999248744,AMST-360-51,INTL-109-51,ASIA-363-51,NEUR-301-51,STS-301-52,ECON-200-52,MUSI-254-51
999248745,PHIL-330-51,PSYC-201-51,DANC-366-51,MATH-126-51,DANC-174-51,PHIL-395-51,ENST-107-51
999248746,ITAL-237-51,WFQS-375-51,PSYC-375-51,HISP-206-52,COGS-100-52,STS-301-53,SOCI-371-51
999248747,STS-307-51,FILM-241-51,ART-108-51,ENGL-101-52,JWST-371-51,RELI-182-51,STS-301-53
999248748,RUSS-371-51,ENGL-226-51,BIOL-205-52,ITAL-301-51,PHED-142-51,AFRS-366-51,HEBR-106-51
999248749,HIST-326-51,FFS-380-51,ASIA-106-51,STS-267-52,AMST-329-51,FFS-394-51,ENGL-351-51
999248750,JAPA-106-52,ECON-275-51,AFRS-240-51,SOCI-365-51,ENGL-101-52,PHYS-112-53,ENST-182-51
999248751,CHIN-208-51,CHIN-351-51,WFQS-214-51,GRST-381-51,CHIN-206-51,ASIA-222-51,ECON-389-51
999248752,ART-382-51,FILM-217-51,ESCI-351-51,PHYS-114-51,FILM-175-51,HIST-355-51,ECON-382-51
999248753,ASIA-358-51,DRAM-205-51,DANC-396-51,DANC-266-51,BIOL-387-51,WFQS-366-51,FILM-175-52
999248754,GNCS-355-51,HIST-301-52,JAPA-306-51,JWST-371-51,INTL-386-51,ENGL-329-51,ANTH-365-51
999248755,ECON-367-51,ART-318-51,HIST-255-51,MUSI-149-51,PHYS-112-54,INTL-360-51,CLCS-184-51
999248756,PHYS-112-54,DRAM-304-51,FILM-260-51,PSYC-375-51,SOCI-365-51,DANC-397-51,FFS-370-51
999248757,ECON-200-52,ANTH-235-51,LALS-164-51,WFQS-375-51,PSYC-201-52,RELI-330-51,PHIL-234-51
999248758,STS-301-52,CHIN-108-51,ECON-320-52,ASIA-214-51,DRAM-204-51,MEDS-322-51,ECON-273-51
999248759,MUSI-320-51,CHEM-352-51,HISP-388-51,POLI-160-51,AFRS-107-51,PHIL-320-51,NEUR-105-51
999248760,MEDS-160-52,CHEM-245-83,CLCS-107-51,POLI-140-52,BIOL-107-55,DANC-166-51,AFRS-320-51
999248761,ECON-301-51,PSYC-301-51,AMST-102-51,ESCI-235-51,ANTH-150-51,PSYC-200-51,ART-106-51
999248762,EDUC-361-51,ANTH-365-51,URBS-305-51,INTL-109-51,MATH-301-54,HIST-301-52,DANC-364-51
999248763,BIOL-355-51,DANC-365-51,ECON-235-51,MUSI-151-51,PHYS-114-51,PHYS-114-53,ENGL-101-52
999248764,WFQS-381-51,URBS-255-51,HISP-106-51,PHED-193-51,DRAM-310-51,HIST-301-52,MUSI-155-51
999248765,MUSI-247-51,BIOL-272-92,HISP-388-51,URBS-303-51,ART-103-52,EDUC-351-51,ECON-307-51
999248766,ASIA-241-51,CMPU-102-51,PHYS-203-52,AFRS-257-51,DANC-166-51,ITAL-205-51,HEBR-106-51
999248767,DRAM-241-51,DANC-366-51,GEOG-153-51,PHED-105-51,DANC-174-51,CMPU-101-51,GNCS-329-51
999248768,BIOL-352-51,POLI-257-51,ASIA-110-51,PSYC-341-51,FILM-324-51,RELI-254-51,MUSI-320-51
999248769,PSYC-105-53,ASTR-105-51,AMST-366-51,ENGL-380-51,ANTH-120-52,POLI-358-51,AMST-251-51
999248770,MATH-324-51,GRST-216-51,BIOC-356-51,ART-160-51,HIST-301-52,BIOL-370-51,GEOG-340-51
999248771,ASIA-363-51,ASIA-358-51,PSYC-353-51,JAPA-106-52,ECON-307-51,ITAL-106-52,ASIA-240-51
999248772,AFRS-210-51,CLCS-280-51,ASIA-358-51,CMPU-240-51,BIOL-387-51,CHIN-370-51,MATH-317-51
999248773,DRAM-392-51,FILM-337-51,LALS-353-51,CHIN-214-51,CHEM-125-82,HIST-255-51,STS-301-53
999248774,ECON-261-51,DRAM-339-51,ENGL-306-51,ART-205-51,CHEM-125-92,ART-303-51,MATH-301-56
999248775,PSYC-105-53,AMST-360-51,ART-274-51,ENST-278-51,FILM-336-51,CMPU-365-51,AMST-251-51
999248776,ART-314-51,ANTH-170-51,ENGL-381-51,ENGL-205-54,WFQS-218-51,JWST-371-51,ENST-182-51
999248777,CHEM-272-82,ART-322-51,STS-355-51,ENGL-306-51,MEDS-371-51,CHEM-125-92,PHIL-106-51
999248778,PSYC-200-53,PHIL-391-51,EDUC-279-51,ECON-320-51,PHYS-112-54,BIOL-107-55,GERM-109-51
999248779,CMPU-334-51,CHEM-125-81,BIOC-295-50,CHEM-272-92,FILM-327-51,HIST-301-52,ENGL-375-51
999248780,ART-276-51,BIOC-326-51,ENGL-209-51,EDUC-232-51,MATH-324-51,CMPU-334-51,POLI-274-51
999248781,POLI-372-51,ART-382-51,RELI-254-51,CHEM-272-81,MATH-301-56,HIST-351-51,RUSS-332-51
999248782,INTL-386-51,RELI-386-51,ASIA-358-51,MEDS-160-51,MATH-301-55,PHIL-391-51,INTL-238-51
999248783,JAPA-106-52,DRAM-339-51,HIST-225-51,JAPA-106-51,PHYS-114-51,PHED-193-51,MATH-361-51
999248784,GNCS-351-51,BIOL-108-53,ART-322-51,ASIA-314-51,GEOG-303-51,ART-106-51,PHYS-245-51
999248785,WFQS-245-51,POLI-170-51,RELI-281-51,AMST-360-51,PHYS-375-51,GEOG-303-51,AMST-329-51
999248786,MATH-228-51,PHED-190-52,AFRS-107-51,PSYC-249-52,FFS-370-51,CHEM-245-96,MATH-324-51
999248787,STS-347-51,GEOG-300-51,PHYS-112-54,GRST-321-51,RELI-249-51,PHIL-391-51,GEOG-153-51
999248788,PHED-121-51,HIST-168-51,ENGL-247-51,RUSS-168-51,ART-251-51,WFQS-375-51,JAPA-106-51
999248789,ITAL-106-52,GRST-144-51,PSYC-105-53,GNCS-351-51,SOCI-347-51,PHYS-112-52,MATH-301-55
999248790,AMST-329-51,MUSI-216-51,HIST-302-51,ART-314-51,MATH-263-51,CHEM-245-91,BIOL-352-51
999248791,ASTR-240-51,INTL-275-51,URBS-305-51,HIST-302-51,ENGL-101-52,BIOL-272-81,COGS-320-51
999248792,CHEM-125-93,POLI-264-51,WFQS-375-51,COGS-312-51,RELI-355-51,ASIA-358-51,ECON-382-51
999248793,POLI-257-52,POLI-386-51,BIOL-205-52,PHIL-340-51,MEDS-160-51,ECON-320-52,MEDS-160-52
999248794,RELI-330-51,PSYC-301-51,ART-268-51,PHYS-112-52,ANTH-150-51,ART-106-56,MATH-301-51
999248795,ART-358-51,ANTH-365-51,BIOL-393-53,PHYS-114-51,RUSS-154-51,PSYC-341-51,DANC-167-51
999248796,WFQS-201-51,HIST-301-53,SOCI-347-51,ANTH-245-51,LALS-263-51,DRAM-310-51,CHEM-245-93
999248797,BIOL-393-53,CHIN-206-51,RELI-386-51,HIST-216-51,WFQS-320-51,HIST-164-51,PHIL-394-51
999248798,ASIA-363-51,PHED-192-51,JAPA-306-51,MATH-301-56,DANC-364-51,ENGL-101-52,ECON-389-51
999248799,CHEM-125-94,STS-278-51,ASIA-365-51,HISP-353-51,DANC-367-51,ART-323-51,ART-358-51
999248800,FILM-392-51,ECON-102-53,AMST-102-51,FFS-106-52,ART-358-51,PHIL-394-51,COGS-100-51
999248801,ART-205-51,ENGL-306-51,CMPU-203-51,PSYC-105-52,ENGL-380-51,ENGL-351-51,ANTH-120-52
999248802,PSYC-331-51,AMST-160-51,MUSI-254-51,POLI-278-51,MUSI-157-51,PSYC-375-51,ITAL-106-52
999248803,EDUC-351-51,STS-301-53,GEOG-340-51,ART-106-52,POLI-274-51,BIOC-326-51,GERM-211-51
999248804,ENGL-381-51,CHEM-245-93,ECON-320-51,DANC-364-51,ANTH-120-51,ECON-238-52,PSYC-375-51
999248805,SOCI-371-51,ITAL-301-51,AMST-203-51,PHIL-340-51,FILM-337-51,PSYC-375-51,PHYS-114-52
999248806,ART-382-51,INTL-381-51,DRAM-339-51,SOCI-185-51,POLI-358-51,DANC-160-51,JAPA-351-51
999248807,ART-366-51,GRST-328-51,MATH-361-51,DRAM-210-51,ASIA-314-51,ENST-153-51,ITAL-222-51
999248808,ASIA-370-51,PHYS-112-51,DANC-396-51,EDUC-392-51,PHIL-330-51,ASTR-322-51,EDUC-381-51
999248809,MEDS-160-52,COGS-319-51,PHIL-320-51,JWST-150-51,AMST-366-51,BIOL-107-55,MUSI-233-51
999248810,WFQS-130-51,MUSI-151-51,ART-268-51,ITAL-106-51,PHYS-375-51,PHYS-112-54,GNCS-355-51
999248811,AFRS-320-51,BIOL-108-51,ECON-307-51,FFS-394-52,ANTH-365-51,ART-387-51,CHEM-245-96
999248812,PSYC-231-52,BIOL-226-51,CLCS-184-51,ENGL-380-51,INTL-106-52,WFQS-130-51,MUSI-139-52
999248813,MATH-321-51,ENGL-375-51,ENGL-306-51,WFQS-218-51,STS-278-51,EDUC-273-51,ESCI-224-51
999248814,ASIA-355-51,PHYS-112-51,ASTR-322-51,CHEM-352-51,AMST-360-51,COGS-312-51,MATH-261-51
999248815,LALS-164-51,COGS-319-51,MATH-348-51,HISP-216-52,CHEM-272-81,ASIA-214-51,ENST-277-51
999248816,PHIL-394-51,CHEM-272-93,ENGL-170-51,DANC-366-51,ENGL-255-51,RELI-102-51,STS-301-53
999248817,MATH-324-51,AFRS-168-51,ENST-124-51,ART-263-51,HIST-302-51,GEOG-340-51,ECON-248-51
999248818,EDUC-351-51,WFQS-375-51,MUSI-106-51,ECON-238-51,AFRS-107-52,ART-263-51,ITAL-301-51
999248819,CHEM-125-91,ART-106-53,PHYS-375-51,ART-323-51,PHIL-340-51,BIOL-352-51,ASIA-358-51
999248820,DRAM-102-51,HIST-276-51,POLI-248-51,SOCI-185-51,RUSS-152-51,CMPU-365-51,PHED-105-51
999248821,PHIL-320-51,GNCS-180-51,ENGL-247-51,RUSS-154-51,INTL-249-51,PHIL-391-51,POLI-276-51
999248822,MUSI-106-52,ENGL-375-51,MATH-324-51,MATH-301-55,EDUC-105-51,SOCI-220-51,MEDS-250-51
999248823,CMPU-101-54,RUSS-106-51,POLI-363-51,ENGL-351-51,PHIL-391-51,WFQS-355-51,SOCI-371-51
999248824,MUSI-106-51,BIOL-352-51,EDUC-392-51,ASIA-358-51,PSYC-201-52,GEOG-153-51,CHEM-125-92
999248825,ECON-301-51,EDUC-279-51,PSYC-341-51,ART-358-51,ENGL-255-51,FILM-209-51,STS-301-53
999248826,MATH-321-51,ASIA-241-51,ENGL-256-51,DRAM-228-51,ART-268-51,PHIL-320-51,ENST-352-51
999248827,ESCI-151-51,ENGL-306-51,STS-151-51,GERM-106-51,DRAM-210-51,EDUC-392-51,ECON-102-52
999248828,MUSI-209-51,AMST-329-51,GEOG-153-51,PHYS-202-51,SOCI-185-51,ENGL-101-51,PHIL-106-52
999248829,NEUR-249-51,LALS-353-51,ENGL-170-51,RELI-102-51,FFS-394-52,PHYS-210-51,SOCI-365-51
999248830,DRAM-390-56,COGS-312-51,POLI-384-51,DRAM-213-51,RELI-355-51,ART-322-51,ART-314-51
999248831,GEOG-300-51,HIST-301-51,MATH-126-51,STS-236-51,POLI-140-51,PHED-105-51,BIOL-107-53
999248832,NEUR-241-51,CHEM-352-51,POLI-363-51,MATH-348-51,JAPA-351-51,EDUC-381-51,HIST-355-51
999248833,WFQS-381-51,ART-323-51,INTL-102-51,PSYC-301-51,JWST-371-51,PSYC-200-51,MUSI-151-51
999248834,PHED-142-51,SOCI-365-51,ECON-273-51,POLI-384-51,ART-144-51,ART-203-51,BIOC-326-51
999248835,PHIL-106-52,LALS-229-51,ART-106-52,WFQS-381-51,BIOL-108-54,URBS-387-51,CHEM-352-51
999248836,MEDS-371-51,DRAM-208-51,LALS-353-51,MEDS-322-51,ART-303-51,DANC-396-51,ENGL-306-51
999248837,DANC-195-51,ESCI-235-51,ECON-102-51,MATH-221-53,ENGL-170-51,CMPU-365-51,ASIA-110-51
999248838,COGS-319-51,URBS-100-51,GRST-202-52,PHYS-112-51,FFS-394-52,ART-358-51,BIOC-295-50
999248839,PSYC-269-51,ASIA-355-51,ASIA-365-51,AFRS-107-51,DRAM-222-51,STS-307-51,EDUC-279-51
999248840,AMST-329-51,BIOC-356-51,CHEM-125-91,POLI-363-51,MRST-221-51,PHED-191-51,GERM-374-51
999248841,ART-314-51,ANTH-365-51,DRAM-203-51,PHYS-112-53,GRST-246-51,PHED-190-51,ART-251-51
999248842,GNCS-355-51,ANTH-120-52,ITAL-301-51,SOCI-371-51,ANTH-120-51,ECON-320-52,ESCI-153-51
999248843,HIST-302-51,PHED-210-51,HIST-301-53,LALS-229-51,HIST-243-51,FFS-394-52,ART-322-51
999248844,BIOL-355-51,POLI-140-52,PHIL-105-52,DANC-160-51,PHED-191-51,GRST-184-51,WFQS-375-51
